groupName,level,members
COUNTRIES WITH RED AND WHITE FLAGS,3,"JAPAN, PERU, TUNISIA, TURKEY"
COME DOWN TO REST,1,"PERCH, ROOST, SETTLE, LAND"
FOLLOW,1,"SHADOW, TAIL, TRACK, TRAIL"
“I GIVE!”,1,"ENOUGH, MERCY, STOP, UNCLE"
GET LOW,1,"CROUCH, DUCK, SQUAT, STOOP"
BUTT,0,"BOTTOM, BUNS, SEAT, TAIL"
TOOLS,0,"FILE, HAMMER, LEVEL, SAW"
DAYS OF THE WEEK,0,"FRIDAY, SATURDAY, SUNDAY, THURSDAY"
TAUNTS,0,"BOO, HISS, JEER, RASPBERRY"
SOMETHING TIRESOME,0,"BORE, DRAG, SNOOZE, YAWN"
FALSIFY,0,"FABRICATE, FAKE, FIX, FORGE"
ANIMAL HOMES,0,"DEN, HIVE, LAIR, NEST"
TABLEWARE,0,"BOWL, DISH, PLATE, SAUCER"
TV SHOWS WITH HAPPY-SOUNDING NAMES,2,"CHEERS, EUPHORIA, FELICITY, GLEE"
RECORD LABELS,2,"CAPITOL, COLUMBIA, VIRGIN, ISLAND"
___ PAD,3,"BACHELOR, LILY, MAXI, MOUSE"
BADDIE,3,"DOG, HEEL, JERK, SNAKE"
RELAX,0,"CHILL, HANG, LOAF, LOUNGE"
CELLPHONE MODES,0,"FOCUS, RING, SILENT, VIBRATE"
ANIMAL GROUPS,0,"ARMY, COLONY, HERD, SCHOOL"
GRAMMAR TENSE TERMS,0,"FUTURE, PAST, PERFECT, PRESENT"
INCREASE,0,"BUILD, GROW, SWELL, MOUNT"
SCHEME,1,"PLOT, PLOY, RUSE, TRICK"
NATO ALPHABET LETTERS,2,"ALPHA, BRAVO, ROMEO, TANGO"
___ LEAGUE,3,"BEER, IVY, JUSTICE, PREMIER"
SHAMELESS BOLDNESS,0,"BRASS, CHEEK, GALL, NERVE"
SENSES,0,"SIGHT, SMELL, TASTE, TOUCH"
MISHMASH,0,"HASH, JUMBLE, MEDLEY, STEW"
BIRD FEATURES,0,"BEAK, FEATHER, TALON, WING"
EXPRESS,2,"AIR, SPEAK, STATE, VOICE"
KINDS OF COOKING OIL,2,"CORN, OLIVE, PALM, PEANUT"
ADHERE ... OR THINGS THAT ARE STICKY,3,"GLUE, GUM, TAPE, STICK"
BEAN ___,3,"BAG, COUNTER, DIP, SPROUT"
"BOLDNESS, FIGURATIVELY",1,"GALL, GUTS, NERVE, STONES"
PRIMARY,1,"CHIEF, FIRST, MAIN, PRINCIPAL"
COMEDIAN’S OUTPUT,1,"BIT, JOKE, ROUTINE, SKETCH"
BOOK SECTIONS,1,"APPENDIX, CHAPTER, INDEX, PREFACE"
WRAP AROUND IN A CIRCLE,2,"COIL, SPIRAL, TWIST, WIND"
PINBALL MACHINE COMPONENTS,2,"BALL, BUMPER, FLIPPER, PLUNGER"
INDECENT,2,"BAWDY, BLUE, COARSE, RISQUE"
SEPARATE,2,"DIVIDE, FORK, PART, SPLIT"
FLOWERS,0,"DAISY, ROSE, TULIP, VIOLET"
SHEPHERD,1,"DIRECT, GUIDE, LEAD, STEER"
NATIONAL SYMBOLS,2,"ANTHEM, FLAG, MOTTO, SEAL"
READS THE SAME UPSIDE DOWN,3,"96, MOW, NOON, SIS"
SOCIAL MEDIA ACTIONS,0,"FOLLOW, LIKE, SHARE, SUBSCRIBE"
BEE CREATIONS,1,"COMB, HIVE, HONEY, WAX"
USED TO BUILD A SNOWMAN,2,"CARROT, COAL, SNOW, STICKS"
___ CHEESE,3,"COTTAGE, CREAM, SAY, STRING"
IGNITE,0,"BURN, KINDLE, LIGHT, TORCH"
NEVERTHELESS,0,"HOWEVER, STILL, THOUGH, YET"
WILLING TO PARTICIPATE,1,"DOWN, GAME, IN, ON BOARD"
CUTS OF PORK,1,"BELLY, CHOP, HOCK, SHOULDER"
WAYS TO PREPARE,0,"DRILL, PRACTICE, STUDY, TRAIN"
BASIC GEOMETRIC OBJECTS,1,"LINE, POINT, RAY, SEGMENT"
AVENUES IN N.Y.C.,2,"BROADWAY, FIFTH, MADISON, PARK"
KINDS OF WRENCHES,3,"ALLEN, CRESCENT, MONKEY, SOCKET"
ATTRACTION,2,"APPEAL, CHARM, DRAW, PULL"
WEE,2,"DINKY, LITTLE, MINUTE, SLIGHT"
___ JAM,3,"NBA, PAPER, PEARL, TRAFFIC"
"EXCITE, WITH “UP”",3,"AMP, FIRE, HYPE, PUMP"
WHAT “I” MIGHT MEAN,2,"IODINE, IOTA, MYSELF, ONE"
INTERVAL OF TIME,2,"PERIOD, SPELL, STRETCH, WHILE"
HEAD OF ___,3,"LETTUCE, HAIR, STATE, STEAM"
___ CRANE,3,"CONSTRUCTION, FRASIER, PAPER, WHOOPING"
UNCHANGING,0,"EVEN, LEVEL, STABLE, STEADY"
INVESTMENTS,0,"BOND, CD, OPTION, STOCK"
PAPER IN A BOOK,1,"FOLIO, LEAF, PAGE, SHEET"
ART MEDIUMS,1,"CHARCOAL, INK, PAINT, PASTEL"
DIGITAL NOTIFICATION SOUNDS,0,"CHIME, DING, PING, RING"
BROUGHT TO THE BEACH,0,"FLIP-FLOP, SUNSCREEN, TOWEL, UMBRELLA"
DOCTORS’ ORDERS,0,"DIET, EXERCISE, FRESH AIR, SLEEP"
SPICES,0,"ANISE, DILL, NUTMEG, SAGE"
SPARSE/LACKING,0,"LIGHT, SHORT, SPARE, THIN"
MOVE QUICKLY,1,"BOLT, DART, DASH, ZIP"
STATUE OF LIBERTY FEATURES,2,"CROWN, ROBE, TABLET, TORCH"
ZODIAC SIGN BEGINNINGS,3,"CAN, GEM, LIB, TAU"
PRESIDENTS,0,"FORD, GRANT, LINCOLN, WILSON"
"COOL, IN ’80S SLANG",1,"BAD, FLY, FRESH, RAD"
"LITTLE BIT, IN A RECIPE",2,"DASH, DROP, PINCH, SPLASH"
___-___,3,"BOO, POM, TOM, YO"
UNIT OF LANGUAGE,0,"LETTER, PARAGRAPH, SENTENCE, WORD"
BASIC EMOTIONS,0,"ANGER, FEAR, HAPPINESS, SURPRISE"
“GROSS!”,0,"EW, ICK, PU, UGH"
BALDERDASH,0,"BULL, HOGWASH, NONSENSE, ROT"
SEQUENCE,1,"CHAIN, SERIES, STRING, TRAIN"
"SHARPNESS, AS OF AN IMAGE",1,"CLARITY, DEFINITION, DETAIL, RESOLUTION"
OOMPH,2,"ENERGY, FIRE, JUICE, ZIP"
RESTRAIN,2,"CHECK, CURB, LIMIT, STEM"
INDICATION OF THINGS TO COME,2,"MESSAGE, OMEN, SIGN, WARNING"
LETTER SPELLINGS,2,"BEE, EX, GEE, JAY"
SUPERHERO LAST NAMES,3,"BANNER, PRINCE, STARK, WAYNE"
STICKY ___,3,"FINGERS, NOTE, RICE, WICKET"
JUMP INTO THE AIR,3,"BOUND, LEAP, SPRING, VAULT"
THINGS THAT ARE DELIVERED,3,"BABY, BLOW, PACKAGE, SPEECH"
___LAND COUNTRIES,3,"ICE, IRE, FIN, NETHER"
”-OUGH” WORDS THAT DON’T RHYME,3,"BOUGH, COUGH, DOUGH, TOUGH"
KINDS OF SALADS,1,"CAESAR, GREEK, GREEN, WEDGE"
OBSTRUCT,1,"BLOCK, CLOG, JAM, STOP"
HIDDEN LISTENING DEVICES,1,"BUG, MIKE, TAP, WIRE"
APEX,1,"HEIGHT, MAX, PEAK, TOP"
BODYWEIGHT EXERCISES,0,"DIPS, LUNGES, PLANKS, SQUATS"
DATING APP ACTIONS,1,"BLOCK, MATCH, MESSAGE, SWIPE"
HETERONYMS,2,"BASS, DOVE, DESERT, WIND"
SILVER ___,3,"FOX, LINING, SCREEN, SPOON"
SWINDLER,3,"CHEAT, CROOK, QUACK, SHARK"
ONOMATOPOEIA,3,"BANG, PLOP, SPLASH, THUD"
FUNNY ___,3,"BONE, BUSINESS, GIRL, PAGES"
___ HOUR,3,"AMATEUR, ELEVENTH, HAPPY, RUSH"
DECEIT,0,"ACT, BLUFF, CHARADE, FRONT"
ONSET,0,"BIRTH, CREATION, DAWN, START"
MOVE BACK AND FORTH,1,"ROCK, SWAY, SWING, WAVE"
KINDS OF EXAMS,1,"BAR, FINAL, ORAL, PHYSICAL"
"LONG, SKINNY OBJECTS",1,"POLE, ROD, STAFF, STICK"
"ELEMENTS OF COOKING,  PER SAMIN NOSRAT",1,"SALT, FAT, ACID, HEAT"
FOUND AROUND A FIREPLACE,1,"FLUE, GRATE, LOG, POKER"
ALL-TIMER,1,"GREAT, HERO, ICON, LEGEND"
SECTION OF ONE’S LIFE,1,"CHAPTER, PERIOD, PHASE, STAGE"
PRESIDE OVER,1,"CHAIR, DIRECT, LEAD, RUN"
THIEVE,1,"PINCH, ROB, STEAL, SWIPE"
PROTECTIVE BARRIER,1,"BUFFER, CUSHION, PAD, SHIELD"
CHEMISTRY TERMS,1,"BASE, BOND, ELEMENT, SOLUTION"
LEAVE HIGH AND DRY,1,"DESERT, DITCH, MAROON, STRAND"
MOVE WITH SPEED,1,"BLAZE, FLY, RACE, TEAR"
THINGS MADE OF WAX,1,"CANDLE, CRAYON, HONEYCOMB, SEAL"
PLACES IN FRANCE,2,"CHAMPAGNE, DIJON, NICE, TOURS"
"CLASSIC GAME SHOWS, FAMILIARLY",2,"MILLIONAIRE, PRICE, PYRAMID, WHEEL"
TWO LETTERS + NUMBER,3,"CANINE, FREIGHT, OFTEN, STONE"
CARTOON MICE,3,"ITCHY, JERRY, PINKY, SPEEDY"
BASEBALL STATS,2,"DOUBLE, HIT, RUN, WALK"
"SELECT, AS A BOX ON A FORM",2,"CHECK, MARK, TICK, X"
"COOL, IN SLANG",2,"FIRE, LIT, SICK, TIGHT"
WORDS FOR SPECIFIC QUANTITIES,2,"DOZEN, GROSS, PAIR, SCORE"
THINGS TO PICK,2,"AFRO, BONE, FIGHT, LOCK"
SOMETHING EXEMPLARY,2,"BEAUTY, GEM, MARVEL, PEACH"
SEEN ON A GOLF COURSE,2,"CART, CLUB, HOLE, TEE"
THINGS THAT MAKE YOU SNEEZE,2,"DUST, PEPPER, POLLEN, SMOKE"
DENTAL TERMS,1,"CAVITY, CROWN, FILLING, PLAQUE"
EXCELLENT,1,"FINE, PRIME, QUALITY, STERLING"
PARTS OF THE EYE,1,"CONE, IRIS, LENS, PUPIL"
PICTOGRAPH,1,"CHARACTER, GLYPH, ICON, SYMBOL"
AREAS BETWEEN MOUNTAINS AND HILLS,0,"CANYON, GULCH, PASS, RAVINE"
HARD HIT,1,"BLOW, LICK, SOCK, STRIKE"
THINGS SEEN AT A CASINO,2,"CARDS, CHIPS, DICE, SLOTS"
___ VALLEY,3,"DEATH, HIDDEN, SILICON, UNCANNY"
TYPES OF TEETH,0,"CANINE, FANG, MOLAR, TUSK"
LOOK AFTER,1,"GUARD, MIND, TEND, WATCH"
“PH” WORDS THAT ALSO WORK WITH “F”,2,"PHAT, PHEW, PHILLY, PHISH"
ANIMAL HOMOPHONES,3,"DEAR, HAIR, HOARSE, WAIL"
"PARTS OF A CAR, INFORMALLY",2,"DASH, SHOCK, TANK, WHEEL"
AMERICAN FOOTBALL POSITIONS,2,"CENTER, END, SAFETY, TACKLE"
MEDICINE FORMATS,2,"CAPSULE, CREAM, SYRUP, TABLET"
TILT TO ONE SIDE,2,"CANT, LEAN, LIST, SLOPE"
“CAN I GET YOUR ___?” (PHONE INFO REQUEST),1,"CELL, CONTACT, DIGITS, NUMBER"
ROMANTIC TWOSOME,1,"COUPLE, ITEM, PAIR, THING"
NEWSPAPER NAMES,1,"CHRONICLE, HERALD, REGISTER, SUN"
BOOKED FOR A WEDDING,1,"BAND, CATERER, FLORIST, OFFICIANT"
CHUTNEY VARIETIES,0,"MANGO, MINT, TAMARIND, TOMATO"
MUSCULAR,1,"BUILT, JACKED, RIPPED, SWOLE"
ADJECTIVE INTENSIFIERS,2,"AWFUL, PRETTY, RATHER, REAL"
___BERRY [note no space],3,"BLUE, GOOSE, RASP, STRAW"
ENDING IN A SILENT “T”,0,"BOUQUET, CHALET, PARFAIT, RAGOUT"
CRITICIZE,0,"KNOCK, PAN, ROAST, SLAM"
FOOT PARTS,0,"ARCH, BALL, SOLE, TOE"
MUNICIPALITIES,0,"CITY, COUNTY, TOWN, VILLAGE"
COLORS IN BRAZIL’S FLAG,2,"BLUE, GREEN, WHITE, YELLOW"
“PHOOEY!”,2,"CURSES, DARN, RATS, SHOOT"
THINGS TO BLOW ON FOR WISHES/LUCK,3,"CANDLE, DANDELION, DICE, EYELASH"
SECRET ___,3,"AGENT, CODE, SANTA, SAUCE"
KINDS OF DANCE,2,"MODERN, SALSA, SWING, TAP"
PARTS OF AN AIRPLANE,2,"CABIN, ENGINE, NOSE, WING"
RUBBER STAMP WORDS,2,"APPROVED, PAID, URGENT, VOID"
SYMBOLS ABOVE NUMBERS ON A KEYBOARD,2,"AT, DOLLAR, PERCENT, POUND"
CARRY A TUNE,0,"HUM, SING, SCAT, WHISTLE"
ROOMS IN A HOUSE,0,"BEDROOM, DEN, KITCHEN, STUDY"
FEATURES OF A BELT,1,"BUCKLE, HOLE, LOOP, STRAP"
FARM FIXTURES,1,"COOP, PEN, STABLE, STY"
SECLUDED,0,"HIDDEN, PRIVATE, REMOTE, SECRET"
AVOID,0,"DODGE, DUCK, ESCAPE, SKIRT"
UNEXCITING,1,"BORING, DULL, MUNDANE, VANILLA"
ECCLESIASTICAL TITLES,1,"BISHOP, CARDINAL, PASTOR, PRIOR"
EUPHEMISMS FOR FLATULENCE,1,"GAS, STINKER, TOOT, WIND"
BASIC TWO-DIMENSIONAL SHAPES,1,"CIRCLE, DIAMOND, SQUARE, TRIANGLE"
CARD GAMES,1,"BRIDGE, GIN, SPIT, WAR"
BROADCAST,1,"AIR, RUN, SCREEN, SHOW"
FAMILIAL NICKNAMES,2,"DADA, GRAMMY, MUM, POPPY"
"IMPOSE, AS A PENALTY",2,"ASSESS, CHARGE, FINE, LEVY"
ORIGINAL MONOPOLY TOKENS,2,"BOOT, IRON, THIMBLE, TOP HAT"
SOUGHT AFTER IN “THE WIZARD OF OZ”,2,"BRAIN, COURAGE, HEART, HOME"
CRAM INTO A TIGHT SPACE,1,"JAM, PACK, SQUEEZE, STUFF"
COSTUMES WITH STRIPED SHIRTS,1,"MIME, PRISONER, REFEREE, SAILOR"
SPHERICAL FOODS,1,"JAWBREAKER, MEATBALL, MOZZARELLA, ORANGE"
KINDS OF NUMBERS,1,"ODD, PERFECT, PRIME, WHOLE"
WHERE YOU MIGHT FIND SAND,1,"BEACH, DESERT, HOURGLASS, PLAYGROUND"
THINGS MADE WITH FEATHERS,1,"BOA, HEADDRESS, PILLOW, SHUTTLECOCK"
MEDIA ATTENTION,1,"COVERAGE, EXPOSURE, PRESS, PUBLICITY"
MESS UP,1,"BLOW, BUMBLE, FLUFF, SPOIL"
PLACES TO SHOP,0,"MALL, MARKET, OUTLET, STORE"
CONTAINERS,0,"BASKET, BIN, CHEST, HAMPER"
MUSICAL SECTIONS,1,"BRASS, RHYTHM, STRING, WIND"
TONY WINNERS FOR BEST MUSICAL,1,"ANNIE, CABARET, CATS, COMPANY"
MONTHLY BILLS,0,"CABLE, ELECTRIC, GAS, WATER"
DEPARTMENT,1,"ARM, BRANCH, CHAPTER, WING"
MODIFIERS MEANING “SMALL”,2,"BABY, MINI, POCKET, TOY"
THINGS YOU CAN DO TO YOUR NOSE,3,"BLOW, HOLD, PICK, THUMB"
UNIT OF BREAD,0,"BAGUETTE, BUN, LOAF, ROLL"
WIN + LETTER,1,"WIND, WINE, WING, WINK"
TENNIS SCORES,2,"AD, ALL, DEUCE, LOVE"
___ PEPPER,3,"BELL, BLACK, DR, GHOST"
JAZZ LEGENDS,3,"HANCOCK, HOLIDAY, MONK, PARKER"
___ GEORGE,3,"BOY, BY, CURIOUS, SAINT"
___ TRAP,3,"BEAR, SAND, SPEED, TOURIST"
HAPPY NEW YEAR!,3,"BALL, COUNTDOWN, FIREWORKS, KISS"
ENORMOUS,0,"BIG, GIANT, GREAT, HUGE"
FLEXIBLE,1,"ELASTIC, LIMBER, PLASTIC, SUPPLE"
CRESCENT-SHAPED THINGS,2,"BANANA, CROISSANT, MOON, SICKLE"
W + VOWEL PROGRESSION,3,"WAY, WEE, WHY, WHOA"
"STAND UP TO, AS A CHALLENGE",1,"BRAVE, CONFRONT, FACE, MEET"
GYMNASTICS POSITIONS,1,"PIKE, SPLIT, STRADDLE, TUCK"
TRACK AND FIELD EQUIPMENT,1,"HAMMER, HURDLE, JAVELIN, POLE"
PLACE TO STORE VALUABLES,1,"CHEST, COFFER, SAFE, VAULT"
ENTHUSIAST,2,"BUFF, FAN, LOVER, NUT"
COMEDIAN’S PERFORMANCE,2,"ACT, BIT, ROUTINE, SET"
ROCK & ROLL HALL OF FAME INDUCTEES,2,"HEART, MADONNA, PRINCE, QUEEN"
KINDS OF BLOND,2,"DIRTY, HONEY, PLATINUM, STRAWBERRY"
WAGER,1,"BET, GAMBLE, RISK, STAKE"
UNITS IN POETRY,1,"FOOT, LINE, METER, VERSE"
BOXING MANEUVERS,2,"BOB, CROSS, HOOK, WEAVE"
WALLOP,2,"BELT, CLOCK, DECK, SLUG"
FOUND ON SHEET MUSIC,0,"CLEF, NOTE, REST, STAFF"
ICE CREAM TREATS,0,"FLOAT, SHAKE, SPLIT, SUNDAE"
FALL IN UNDER PRESSURE,1,"BUCKLE, CAVE, COLLAPSE, GIVE"
COLLEAGUE,1,"ASSOCIATE, FELLOW, PARTNER, PEER"
METHOD,1,"CHANNEL, MEANS, MEDIUM, VEHICLE"
LEGAL TERMS,1,"ACTION, CLAIM, COMPLAINT, LAWSUIT"
THINGS YOU CAN DRAW,2,"BATH, CARD, CURTAIN, PICTURE"
CAPTAINS,2,"AMERICA, HOOK, MORGAN, NEMO"
PARTS OF A RIVER,0,"BANK, BED, DELTA, MOUTH"
LUXURIOUS FABRICS,0,"CHIFFON, SATIN, SILK, VELVET"
MURKY CONDITION,0,"CLOUD, FOG, HAZE, MIST"
GOLF COURSE PARTS,0,"BUNKER, FAIRWAY, GREEN, ROUGH"
SEEN IN “ALADDIN”,2,"GENIE, MONKEY, PARROT, PRINCESS"
GROCERY STORE AISLES,2,"DAIRY, FROZEN, PRODUCE, SNACK"
SAUCES IN CHINESE CUISINE,2,"OYSTER, PLUM, SOY, XO"
OVEN BUTTONS,2,"BAKE, BROIL, LIGHT, TIMER"
RID OF CONTENTS,1,"CLEAR, DRAIN, EMPTY, FLUSH"
WAYS TO PRESERVE FOOD,1,"CAN, CURE, DRY, FREEZE"
PROGRAMMING LANGUAGES,2,"BASIC, JAVA, PYTHON, RUBY"
NOUN SUFFIXES,2,"DOM, ION, NESS, SHIP"
INGREDIENTS IN MINESTRONE,2,"BEANS, PASTA, STOCK, VEGETABLES"
WORKSHOP TOOLS,2,"DRILL, GRINDER, ROUTER, SAW"
SMALL ___,3,"FRY, TALK, WONDER, WORLD"
RAPPERS MINUS FIRST LETTER,3,"40, COLE, PAIN, TIP"
BIT OF LIQUID,2,"BEAD, DROP, GLOB, TEAR"
THEY HAVE KEYS,2,"COMPUTER, PIANO, SUPER, TESTS"
WHAT “BLUE” MIGHT MEAN,2,"DEMOCRATIC, EROTIC, NOBLE, SAD"
PARTS OF FRUIT YOU MIGHT NOT EAT,2,"CORE, RIND, SEED, STEM"
AREAS OF ACADEMIC FOCUS,1,"CONCENTRATION, DEGREE, MAJOR, MINOR"
BACKSIDE,1,"BOOTY, BUM, CAN, REAR"
INCLUDING,1,"AND, ALSO, PLUS, WITH"
PLANTS WITH SIMILAR FLAVORS,1,"ANISE, FENNEL, LICORICE, TARRAGON"
VOLLEYBALL MOVES,1,"BUMP, SERVE, SET, SPIKE"
“MY MISTAKE!”,1,"APOLOGIES, OOPS, PARDON, SORRY"
AIRLINE CLASSES,1,"BUSINESS, COACH, FIRST, PREMIUM"
MOVE FORWARD,1,"ADVANCE, MARCH, PROGRESS, PUSH"
CONSTELLATIONS,1,"CYGNUS, GEMINI, ORION, PEGASUS"
PRETENSE,1,"AFFECT, AIRS, CHARADE, FRONT"
CAMERA BRANDS,1,"FUJIFILM, HASSELBLAD, OLYMPUS, POLAROID"
APPLY PRESSURE TO,1,"CRUSH, MASH, PRESS, SQUASH"
PESTER,0,"BADGER, BUG, HOUND, NAG"
BECOME AWARE OF,1,"DISCOVER, FIND, LEARN, REALIZE"
FENCING EQUIPMENT,2,"FOIL, GLOVE, JACKET, MASK"
LUCKY ___,3,"BREAK, CHARM, DUCK, STRIKE"
FAIL TO ATTEND,1,"CUT, DITCH, MISS, SKIP"
"""STEP ON IT!""",1,"FASTER, GO, HURRY, MOVE"
ILK,2,"KIND, SORT, TYPE, VARIETY"
KINDS OF CRACKERS,2,"ANIMAL, GOLDFISH, OYSTER, RITZ"
PLANT GROWTHS,1,"BLOOM, BUD, SHOOT, SPROUT"
QUARREL,1,"FIGHT, ROW, SCRAP, TIFF"
ONE FLYING AN AIRPLANE,1,"ACE, AVIATOR, FLIER, PILOT"
"PRESERVES, AS MEAT",1,"CANS, CURES, SALTS, SMOKES"
KINDS OF WATER,1,"MINERAL, SPRING, STILL, TAP"
WORDS THAT RHYME,1,"🧠, ✈️, 🌧️, 🚂"
KINDS OF HEELS,2,"CUBAN, KITTEN, STILETTO, WEDGE"
PERIOD,2,"AGE, DAY, ERA, TIME"
CURMUDGEON,0,"CRAB, CRANK, GROUCH, GRUMP"
FARM TOOLS,0,"HOE, PLOW, RAKE, SICKLE"
RESERVE FOR LATER,0,"BANK, SAVE, STASH, STORE"
BRIEF MOMENT,0,"FLASH, JIFFY, SECOND, WINK"
DISNEYLAND LANDS,2,"ADVENTURE, FANTASY, FRONTIER, TOMORROW"
EXPRESS INDIRECTLY,2,"COUCH, IMPLY, INTIMATE, SUGGEST"
WAYS TO GET ATTENTION,2,"SHOUT, SNAP, WAVE, WHISTLE"
SEEN DURING EASTER,2,"BUNNY, EGG, JELLY BEAN, PEEP"
ACCESSORIES,0,"BELT, BRACELET, TIE, WATCH"
CONTACT VIA PHONE,0,"BUZZ, CALL, DIAL, RING"
KINDS OF SNAKES,1,"ADDER, BOA, MAMBA, MOCCASIN"
"CARRY, AS A FEELING",1,"BEAR, HARBOR, HOLD, MAINTAIN"
"UNLIKELY, AS CHANCES",2,"OUTSIDE, REMOTE, SLIM, SMALL"
THINGS A JUGGLER JUGGLES,2,"BEANBAG, CLUB, RING, TORCH"
WHAT “X” MIGHT MEAN,3,"ADULT, KISS, TEN, TIMES"
___ BALL,3,"CRYSTAL, DISCO, FOUL, GUTTER"
SEEN IN A LAUNDRY ROOM,0,"DRYER, HAMPER, IRON, WASHER"
CLASSIC HALLOWEEN COSTUMES,0,"ANGEL, CLOWN, PIRATE, WITCH"
POKER ACTIONS,1,"BET, CALL, CHECK, FOLD"
EXHILARATION,1,"BUZZ, KICK, RUSH, THRILL"
ASSOCIATED WITH “STUB”,2,"CIGARETTE, PENCIL, TICKET, TOE"
SHARP QUALITY,2,"BITE, EDGE, PUNCH, SPICE"
___ TOOTH,3,"BABY, EYE, SWEET, WISDOM"
SHAPES OF CAPITAL GREEK LETTERS,3,"CIRCLE, HORSESHOE, PITCHFORK, TRIANGLE"
UNIVERSAL,2,"BLANKET, BROAD, GENERAL, SWEEPING"
MAC KEYBOARD KEYS,2,"COMMAND, CONTROL, OPTION, SHIFT"
TITULAR FICTIONAL DETECTIVES,3,"MAGNUM, MONK, SHAFT, TRACY"
WAYS TO PREPARE CHEESE,3,"CRUMBLE, MELT, SHRED, SLICE"
SUMMER GEAR,1,"HAT, SHORTS, SUNGLASSES, TEE"
STURDY,1,"FIRM, SOLID, SOUND, STABLE"
THINGS IN A SPA LOCKER ROOM,2,"ROBE, SLIPPERS, TOWEL, WASHCLOTH"
FOOD SLANG FOR HEAD,2,"BEAN, MELON, NOODLE, NUT"
MEANS OF TRANSPORTATION,0,"BOAT, CAR, PLANE, TRAIN"
DISPUTE,1,"CLASH, SCRAP, TANGLE, TIFF"
HOMOPHONES OF GREEK LETTERS,2,"MOO, NEW, PIE, ROW"
___ PITCH,3,"ELEVATOR, FEVER, PERFECT, SALES"
GENTLE,0,"LIGHT, MELLOW, MILD, SOFT"
HAIR TOOLS,1,"BRUSH, COMB, DRYER, IRON"
ALIBI,2,"DEFENSE, EXCUSE, OUT, REASON"
COLOR HOMOPHONES,3,"BLEW, CHORAL, READ, ROWS"
GRASSY AREA,1,"FIELD, GREEN, GROUNDS, LAWN"
MEASURING INSTRUMENTS,1,"COMPASS, RULER, SCALE, WATCH"
"EXAMINE, AS AN APPLICANT",2,"CHECK, REVIEW, SCREEN, VET"
THINGS THAT MIGHT STINK,2,"CHEESE, FEET, GARBAGE, SKUNK"
DARLING,0,"BABY, BOO, DEAR, LOVE"
ROAD NAMES,0,"ALLEY, DRIVE, LANE, STREET"
NAME PREFIXES,0,"GEN, MS, PROF, REV"
PARTS OF A CAR,0,"BUMPER, HOOD, TIRE, TRUNK"
AUGMENTATIVE PREFIXES,1,"HYPER, SUPER, UBER, ULTRA"
“THE WIZARD OF OZ” FIGURES,1,"LION, SCARECROW, WITCH, WIZARD"
SPIRALS IN NATURE,2,"CYCLONE, GALAXY, SNAIL, SUNFLOWER"
FAMOUS GUITARISTS,2,"BERRY, KING, PAGE, WATERS"
BIT OF REPETITIVE TRAINING,1,"DRILL, EXERCISE, PRACTICE, ROUTINE"
THINGS BABIES DO,1,"BABBLE, COO, CRAWL, NURSE"
ITALIAN DEMONYMS,2,"BOLOGNESE, NEAPOLITAN, PARMESAN, VENETIAN"
OLYMPIC SPORTS,2,"BREAKING, HOCKEY, SKELETON, TRAMPOLINE"
BIT OF JOURNALISM,1,"ARTICLE, FEATURE, REPORT, STORY"
"HEED, AS RULES",1,"FOLLOW, MIND, OBSERVE, REGARD"
HAVE IN MIND,1,"AIM, INTEND, MEAN, PLAN"
PUBLISHED LINES,1,"COPY, TEXT, WORDS, WRITING"
RELATED TO TRAINS,1,"CAR, CONDUCTOR, STATION, TRACK"
ADJECTIVES FOR A BASEMENT,1,"COLD, DANK, DARK, MUSTY"
DECISIVE VICTORY,2,"BLOWOUT, ROMP, ROUT, SWEEP"
N.B.A. TEAM PLAYER,2,"CLIPPER, PACER, ROCKET, SPUR"
TERRA FIRMA,1,"EARTH, GROUND, LAND, SOIL"
METRIC PREFIXES,1,"KILO, MEGA, MICRO, PICO"
BRING UP,2,"FOSTER, NURSE, RAISE, REAR"
GAMES OF CHANCE,2,"BINGO, LOTTERY, ROULETTE, WAR"
SHIRTS,0,"CROP, POLO, TANK, TEE"
BLACK-AND-WHITE ANIMALS,0,"ORCA, PANDA, SKUNK, ZEBRA"
ORGANIZATION,0,"CLUB, GROUP, PARTY, TEAM"
GARDENING NOUNS/VERBS,0,"PLANT, SEED, WATER, WEED"
NEXUS,1,"CENTER, HEART, HUB, NUCLEUS"
CATCH SOME RAYS,1,"BAKE, BASK, SUN, TAN"
POWER ISSUES,1,"OUTAGE, SHORT, SPIKE, SURGE"
BANG INTO,1,"BUMP, BUTT, KNOCK, RAM"
KINDS OF WHALES,2,"BLUE, FIN, GRAY, RIGHT"
KINDS OF BLUE,2,"BABY, NAVY, SKY, TIFFANY"
PREDICAMENTS,2,"BINDS, JAMS, PICKLES, SPOTS"
THINGS THAT ARE CINCHED IN THE MIDDLE,2,"CORSET, DIABOLO, HOURGLASS, WASP"
HORROR MOVIES,2,"👽, 🧛, 🪚, 😱"
SEEN IN “CINDERELLA”,2,"BALL, PRINCE, PUMPKIN, SLIPPER"
SKIN TYPES,2,"COMBINATION, DRY, NORMAL, OILY"
THROWN IN TARGET GAMES,2,"AXE, DART, HORSESHOE, RING"
B.L.T. INGREDIENTS,0,"BREAD, BACON, LETTUCE, TOMATO"
