groupName,level,members
"HORROR MOVIES, WITH “THE”",1,"BIRDS, EXORCIST, HAUNTING, SHINING"
THINGS YOU CAN PICK,2,"APPLE, BANJO, CARD, NOSE"
PERSONAL PROPERTY MINUS “S”,3,"BELONGING, EFFECT, GOOD, POSSESSION"
SPOKEN PRESENTATION,0,"ADDRESS, LECTURE, SPEECH, TALK"
ADJECTIVES FOR A DESERT,1,"DRY, HOT, SANDY, VAST"
"DOG BREEDS, INFORMALLY",2,"BULLY, CHOW, GOLDEN, LAB"
REPRESENTED BY THREE-DIGIT NUMBERS,3,"CANNABIS, DEVIL, INTRO CLASS, JAMES BOND"
GLIMPSE,0,"GANDER, GLANCE, LOOK, PEEP"
NEEDS FOR TIE-DYEING A SHIRT,1,"BASIN, DYE, RUBBER BANDS, SHIRT"
THINGS YOU CAN CRACK,2,"CODE, EGG, JOKE, WHIP"
WORDS BEFORE “HOP”,3,"BAR, BUNNY, HIP, SOCK"
INFO ON A NUTRITION LABEL,0,"FAT, IRON, PROTEIN, SODIUM"
METAPHOR FOR SOMETHING UNEXPECTED,1,"BOMBSHELL, CURVEBALL, TWIST, WRENCH"
THINGS YOU CAN INSERT INTO A SPREADSHEET,2,"CELL, COLUMN, ROW, SHEET"
HELICAL THINGS,3,"CORKSCREW, DNA, FUSILLI, SPRING"
"CANCEL, AS A PROJECT",0,"AXE, CUT, DROP, SCRAP"
SEEN IN A POTTERY STUDIO,1,"CLAY, GLAZE, KILN, WHEEL"
THINGS THAT ARE SLIPPERY,2,"BANANA PEEL, EEL, GREASE, ICE"
NATURAL PRODUCERS OF HEAT,3,"FIRE, LIGHTNING, SUN, VOLCANO"
PARTS OF A TREE,0,"BRANCH, LEAF, ROOT, TRUNK"
CANINE/FELINE FEATURES,1,"FUR, MUZZLE, PAW, TAIL"
COMEDIC ROUTINE,2,"ACT, BIT, GAG, SKETCH"
___POLE,3,"BEAN, FLAG, MAY, TAD"
THINGS THAT ARE WHITE,0,"BABY POWDER, MILK, POLAR BEAR, SNOW"
KINDS OF LETTUCE,1,"BUTTER, ICEBERG, LEAF, ROMAINE"
“BATMAN” VILLAINS,2,"BANE, JOKER, PENGUIN, SCARECROW"
THEY HAVE LITERAL/IDIOMATIC EARS,3,"CORNFIELD, MUSICIANS, PITCHERS, WALLS"
GUM FLAVORS,0,"BUBBLEGUM, CINNAMON, MENTHOL, WINTERGREEN"
STARTING POINT,1,"CATALYST, LAUNCHPAD, SPARK, SPRINGBOARD"
GREAT AMERICAN SONGBOOK SONGS,2,"AUTUMN LEAVES, SUMMERTIME, UNFORGETTABLE, WITCHCRAFT"
___ TUBE,3,"FALLOPIAN, INNER, TEST, VACUUM"
TINT,0,"COLOR, HUE, SHADE, TONE"
VALLEY,1,"DALE, DELL, GLEN, HOLLOW"
BOBS,2,"DOLE, HOPE, MARLEY, ROSS"
COLOR ANAGRAMS,3,"DRE, GARY, GENRE, LUBE"
CALCULATOR BUTTONS,0,"EQUALS, MINUS, PERCENT, TIMES"
AMOUNTS OF HAIR,1,"LOCK, SHOCK, THATCH, TUFT"
SALTY SNACK UNIT,2,"COMBO, GOLDFISH, RUFFLE, TAKI"
SWEDISH ___,3,"CHEF, FISH, MASSAGE, MEATBALL"
HAIR PRODUCTS,0,"GEL, MOUSSE, SPRAY, WAX"
AUSTERE,1,"BARE, PLAIN, SIMPLE, SPARE"
CLUES AT A CRIME SCENE,2,"FIBER, FINGERPRINT, HAIR, TIRE MARK"
WEARY,3,"BORE, DRAIN, EXHAUST, TIRE"
COOKING CONCOCTIONS,0,"BATTER, DOUGH, MIXTURE, PASTE"
SEEN ON A TABLE AT A DINNER PARTY,1,"CANDLESTICK, PITCHER, PLACEMAT, PLATE"
THINGS TO CLIMB,2,"LADDER, MOUNTAIN, ROPE, TREE"
"WHAT ""DIAMOND"" CAN REFER TO",3,"GEMSTONE, INFIELD, RHOMBUS, SUIT"
PARTS OF A SHOE,0,"HEEL, SOLE, TONGUE, UPPER"
ACCOMMODATION,1,"CAPACITY, CHAIRS, ROOM, SEATING"
REPUTATION,2,"FACE, IMAGE, REGARD, STANDING"
ENDING WITH SYNONYMS FOR “YUCK”,3,"DYNASTY, ENGROSS, GIMMICK, MILDEW"
WINNINGS,0,"POT, PRIZE, PURSE, REWARD"
"STOP, AS A HABIT",1,"BREAK, DROP, KICK, SHAKE"
MOVIE CAMERA VERBS,2,"DOLLY, PAN, TILT, ZOOM"
"WORDS THAT PRECEDE ""-SIZE"" TO MEAN SMALL",3,"BITE, FUN, POCKET, TRAVEL"
KINDS OF CARVINGS,0,"BUST, RELIEF, STATUE, TORSO"
PILLAR,1,"BRACE, POST, PROP, SUPPORT"
BBQ OFFERING,2,"DOG, LINK, RIB, WING"
___NECK,3,"BOTTLE, BREAK, GOOSE, TURTLE"
AWESOME,0,"DOPE, FIRE, LIT, SICK"
DEFEAT SOUNDLY,1,"CREAM, LICK, PASTE, SMOKE"
“WILL” CONTRACTIONS WITHOUT THE APOSTROPHE,2,"HELL, ILL, SHELL, WELL"
URL ENDINGS PLUS A LETTER,3,"COMP, MILK, NETI, ORGO"
QUALITIES OF OVERCOOKED MEAT,0,"CHEWY, DRY, STRINGY, TOUGH"
PLAY SOME ELECTRIC GUITAR,1,"JAM, NOODLE, SHRED, SOLO"
INGREDIENTS IN BUBBLE TEA,2,"BOBA, MILK, SUGAR, TEA"
PLANETS/DWARF PLANET WITH FIRST LETTER CHANGED,3,"BLUTO, CARS, DARTH, GENUS"
GLIDE,0,"COAST, CRUISE, DRIFT, FLOAT"
ASSOCIATED WITH COUNT DRACULA,1,"BAT, CAPE, CASTLE, FANG"
STOP CHANGING,2,"FLATTEN, LEVEL, PLATEAU, SETTLE"
THINGS THAT ARE LONG AND CYLINDRICAL,3,"BATON, CIGAR, HOAGIE, TORPEDO"
SILENCE,0,"CALM, HUSH, PEACE, STILL"
TENNIS COMPETITION UNITS,1,"GAME, MATCH, SET, TOURNAMENT"
COMPARATIVELY SMALL,2,"BABY, COMPACT, MINUTE, TOY"
STARTING WITH SYNONYMS FOR “TEASE”,3,"KIDNEY, MOCKINGBIRD, RAZZMATAZZ, RIBBON"
"GET BETTER, AS A BROKEN BONE",0,"HEAL, KNIT, MEND, RECOVER"
NOT INCLUDING,1,"BESIDES, BUT, EXCEPT, SAVE"
TAROT MINOR ARCANA SUITS,2,"CUPS, PENTACLES, SWORDS, WANDS"
HOMOPHONES OF GEMSTONES,3,"CHORAL, OPEL, PURL, QUARTS"
COMMIT TO PAPER,0,"AUTHOR, COMPOSE, PEN, WRITE"
NEEDS FOR PLAYING YAHTZEE,1,"CUP, DICE, PENCIL, SCORECARD"
HEROES OF ACTION MOVIE FRANCHISES,2,"BOND, JONES, OCEAN, WICK"
___STICK,3,"CANDLE, CHOP, JOY, YARD"
TV DISPLAY SETTINGS,0,"BRIGHTNESS, COLOR, CONTRAST, TINT"
"FUZZY, AS A MEMORY",1,"DIM, FAINT, REMOTE, VAGUE"
RESULTS OF SOME ARITHMETIC,2,"DIFFERENCE, PRODUCT, QUOTIENT, SUM"
WINDOW TREATMENTS IN THE SINGULAR,3,"BLIND, DRAPE, SHADE, SHUTTER"
SALUTE,0,"APPLAUD, HAIL, HONOR, PRAISE"
SUITABLE,1,"APT, FIT, PROPER, RIGHT"
VERBS FOR FINISHING DONUTS,2,"FROST, GLAZE, POWDER, SPRINKLE"
WHAT “BUFF” MIGHT MEAN,3,"ENTHUSIAST, MUSCULAR, NUDE, POLISH"
MAKE HAPPY,0,"DELIGHT, PLEASE, SUIT, TICKLE"
EVADE,1,"DODGE, DUCK, SHAKE, SKIRT"
COMMON VIDEO GAME FEATURES,2,"BOSS, LEVEL, HEALTH, POWER-UP"
MOTHER ___,3,"EARTH, GOOSE, MAY I, SUPERIOR"
PLACES TO FIND PAPER MONEY,0,"ATM, CASH REGISTER, TIP JAR, WALLET"
REBOUND,1,"BANK, BOUNCE, CAROM, RICOCHET"
THINGS TRACKED BY WEB ANALYTICS,2,"CLICK, HIT, PAGE VIEW, VISIT"
THINGS YOU CAN DO WITH YOUR LIPS,3,"CURL, PUCKER, PURSE, SMACK"
PLACES TO SHOP,0,"BAZAAR, FAIR, MARKET, OUTLET"
KINDS OF PIZZA,1,"HAWAIIAN, PLAIN, SUPREME, VEGGIE"
ENDING WITH COLORS,2,"EVERGREEN, INFRARED, MARIGOLD, QUICKSILVER"
___ CLEANER,3,"BATHROOM, DRY, PIPE, VACUUM"
ABSORB USING CAPILLARY ACTION,0,"DRAW, PULL, SUCK, WICK"
GREEK PREFIXES,1,"HYPER, KILO, META, NEO"
TITULAR TALKING ANIMALS OF FILM,2,"BABE, BOLT, DUMBO, TED"
STARTING WITH SILENT LETTERS,3,"GNOME, KNEE, MNEMONIC, PSYCHE"
RATIONALE,0,"BASIS, FOUNDATION, GROUNDS, REASON"
TYPES OF SNOW,1,"CRUST, ICE, POWDER, SLUSH"
LAST WORDS OF FAMOUS OPERA TITLES,2,"BESS, BUTTERFLY, FLUTE, SEVILLE"
REAL ___,3,"DEAL, ESTATE, MADRID, WORLD"
KINDS OF PLANTS,0,"HERB, SHRUB, TREE, VINE"
DISCONTINUE,1,"DISSOLVE, END, SCRAP, SUNSET"
ASSOCIATED WITH BULLS,2,"MICHAEL JORDAN, RODEO, TAURUS, WALL STREET"
ENDING WITH BUILDING MATERIALS,3,"HOLLYWOOD, HOURGLASS, KUBRICK, NEUROPLASTIC"
MEMBER OF A KINGDOM IN TAXONOMY,0,"ANIMAL, BACTERIA, FUNGUS, PLANT"
GRADUATED INSTRUMENTS,1,"BEAKER, PROTRACTOR, RULER, SYRINGE"
KINDS OF PENGUINS,2,"CHINSTRAP, EMPEROR, KING, MACARONI"
“E” THINGS,3,"COMMERCE, MAIL, SCOOTER, SIGNATURE"
TASKS FOR A STUDENT,0,"ASSIGNMENT, DRILL, EXERCISE, LESSON"
ENCOURAGING RESPONSES IN A GUESSING GAME,1,"ALMOST, CLOSE, NOT QUITE, WARM"
UP FOR ANYTHING,2,"EASY, FLEXIBLE, GAME, OPEN"
WHAT “A” MIGHT MEAN,3,"AREA, ATHLETIC, EXCELLENT, ONE"
FUNDRAISING EVENT,0,"BALL, BENEFIT, GALA, FUNCTION"
SPACES ON A MONOPOLY BOARD,1,"AVENUE, CHANCE, RAILROAD, UTILITY"
FEATURES OF A TOOTHED WHALE,2,"BLUBBER, FLIPPER, FLUKE, MELON"
HOMOPHONES OF PARTS OF THE FOOT,3,"BAWL, HEAL, SOUL, TOW"
ACCOUNT BOOK,0,"LEDGER, LOG, RECORD, REGISTER"
SEEN IN A BARN,1,"BALE, HORSE, PITCHFORK, TROUGH"
DETECTIVES OF KID-LIT,2,"BROWN, DREW, HARDY, HOLMES"
WORDS BEFORE “BED”,3,"CANOPY, DAY, MURPHY, WATER"
"PROHIBIT, AS ENTRY",0,"BAR, BLOCK, DENY, REFUSE"
FOLDERS ON A MAC,1,"DESKTOP, MUSIC, PICTURES, TRASH"
MEDICINE FORMATS,2,"CREAM, PATCH, SPRAY, TABLET"
THINGS THAT OPEN LIKE A CLAM,3,"CLAM, COMPACT, LAPTOP, WAFFLE IRON"
FINE PRINT,0,"ASTERISK, CATCH, CONDITION, STRINGS"
CHARACTERS WITH GREEN SKIN,1,"ELPHABA, GRINCH, HULK, SHREK"
FEATURES OF THE NATIONAL MALL IN D.C.,2,"CAPITOL, MALL, OBELISK, POOL"
FAMOUS RIDDLE-GIVERS,3,"BRIDGE TROLL, MAD HATTER, RIDDLER, SPHINX"
QUITE THE PARTY,0,"BASH, BLAST, BLOWOUT, RAVE"
ONE’S CONSTITUTION,1,"CHARACTER, FIBER, MAKEUP, NATURE"
BRITISH IMPERIAL UNITS OF WEIGHT,2,"DRAM, OUNCE, POUND, STONE"
WHAT “CAT’S EYE” CAN BE USED TO DESCRIBE,3,"EYELINER, GLASSES, MARBLE, NEBULA"
BABY GEAR,0,"BIB, BOTTLE, MONITOR, STROLLER"
"KINDS OF PANTS MINUS ""S""",1,"CAPRI, JEAN, JOGGER, SLACK"
NEW YORK SPORTS TEAM MEMBERS,2,"JET, MET, NET, RANGER"
BLACK WOMEN AUTHORS,3,"BUTLER, GAY, HOOKS, WALKER"
PLAYING CARDS,0,"ACE, JACK, KING, QUEEN"
DOPPELGÄNGER,1,"CLONE, DOUBLE, RINGER, TWIN"
EAR PIERCING SITES,2,"CONCH, HELIX, LOBE, ROOK"
___ MAIL,3,"CHAIN, ELECTRONIC, JUNK, SNAIL"
ITEMS IN A LINEN CLOSET,0,"PILLOWCASE, SHEET, TOWEL, WASHCLOTH"
DIAMETRIC,1,"COUNTER, OPPOSITE, POLAR, REVERSE"
LINGERIE,2,"GARTER, HOSE, SLIP, TEDDY"
CARD GAMES WITH FIRST LETTER CHANGED,3,"DIN, FRIDGE, GUMMY, JOKER"
ROUND FLAT THINGS,0,"COASTER, FRISBEE, PANCAKE, RECORD"
AIRPORT FEATURES,1,"CAROUSEL, FOOD COURT, GATE, LOUNGE"
GUITAR PLAYING TECHNIQUES,2,"BEND, PICK, SLIDE, STRUM"
WHAT CHARACTERS WERE TRANSFORMED INTO IN “BEAUTY AND THE BEAST”,3,"BEAST, CANDELABRA, CLOCK, TEACUP"
CONNECT,0,"BRIDGE, JOIN, LINK, UNITE"
PARTS OF A BIKE,1,"CHAIN, PEDAL, SADDLE, WHEEL"
BEST PICTURE WINNERS SINCE 2000,2,"CHICAGO, CRASH, GLADIATOR, MOONLIGHT"
MUSIC GENRES PLUS A LETTER,3,"BLUEST, POPE, ROCKY, SKAT"
SALUTE,0,"APPLAUD, HAIL, HONOR, PRAISE"
SUITABLE,1,"APT, FIT, PROPER, RIGHT"
VERBS FOR FINISHING DONUTS,2,"FROST, GLAZE, POWDER, SPRINKLE"
WHAT “BUFF” MIGHT MEAN,3,"ENTHUSIAST, MUSCULAR, NUDE, POLISH"
RODS,0,"BAT, CLUB, STAFF, STICK"
THEY'RE ON A ROLL!,1,"FOIL, TAPE, RIBBON, TOILET PAPER"
COMMON SWAG ITEMS,2,"HAT, TEE, TOTE, WATER BOTTLE"
WORDS BEFORE “SHACK”,3,"CADDY, LOVE, RADIO, SHAKE"
ALCOVE,0,"CAVITY, HOLLOW, NOOK, RECESS"
WAYS TO RECOGNIZE ACHIEVEMENT,1,"CERTIFICATE, MEDAL, PLAQUE, TROPHY"
VERBS IN BREADMAKING,2,"FERMENT, PROOF, REST, RISE"
THINGS YOU CAN BLOW,3,"BUBBLE, FUSE, KISS, RASPBERRY"
LOCAL WATERING HOLE,0,"DIVE, ESTABLISHMENT, HAUNT, JOINT"
COMPETE IN A MODERN PENTATHLON,1,"FENCE, RIDE, SHOOT, SWIM"
"ENSURE, AS A VICTORY",2,"CINCH, GUARANTEE, ICE, LOCK"
___ FUND,3,"HEDGE, MUTUAL, SLUSH, TRUST"
EXPEDITION,0,"JOURNEY, ODYSSEY, QUEST, VOYAGE"
HOLD DEAR,1,"ESTEEM, PRIZE, TREASURE, VALUE"
WORDS WHOSE ONLY VOWEL IS “Y”,2,"MYRRH, NYMPH, RHYTHM, SPHYNX"
NAMES ENDING IN “K” PLUS WORD,3,"FRANKINCENSE, JACKPOT, MARKDOWN, NICKNAME"
BE OSTENTATIOUS,0,"GRANDSTAND, POSTURE, SHOWBOAT, SWAGGER"
COPACETIC,1,"FINE, HUNKY-DORY, OK, SWELL"
KINDS OF BRACELETS,2,"CHARM, FRIENDSHIP, ID, TENNIS"
THINGS YOU CAN PRACTICE,3,"LAW, MEDICINE, SELF-CARE, WITCHCRAFT"
PARTS OF A SONG,0,"BRIDGE, CHORUS, HOOK, REFRAIN"
SUPPORT AUDIBLY,1,"CHEER, CLAP, ROOT, WHISTLE"
THINGS IN AN ENTRYWAY,2,"BENCH, COAT RACK, CONSOLE, RUNNER"
IMAGERY IN MAGRITTE PAINTINGS,3,"APPLE, BOWLER, CLOUD, PIPE"
PRECIPICE,0,"BRINK, CUSP, EVE, VERGE"
PLUMBING EQUIPMENT,1,"PIPE, PLUNGER, SNAKE, WRENCH"
WAYS TO MODIFY A CAR'S EXTERIOR,2,"BUMPER, GRILLE, RIM, SPOILER"
BEST FEMALE ROCK PERFORMANCE GRAMMY WINNERS,3,"APPLE, CROW, SUMMER, TURNER"
NEWSPAPER JOBS,0,"COLUMNIST, EDITOR, PHOTOGRAPHER, REPORTER"
EVERYDAY,1,"COMMON, REGULAR, ROUTINE, STANDARD"
WHAT “CON” MIGHT MEAN,2,"CONVENTION, CRIMINAL, DRAWBACK, SWINDLE"
ENDING WITH KINDS OF DOGS,3,"NEWSHOUND, SHADOWBOXER, SNICKERDOODLE, TRENDSETTER"
TIPS FOR WORKING OUT SAFELY,0,"BREATHE, HYDRATE, REST, STRETCH"
ESTABLISH,1,"FOUND, INSTITUTE, LAUNCH, START"
DITTY,2,"AIR, NUMBER, SONG, STRAIN"
SPRING ___,3,"CHICKEN, EQUINOX, FLING, ONION"
PERSIST,0,"HOLD, LAST, STAND, STAY"
ANIMAL METAPHORS IN ECONOMICS,1,"BEAR, BULL, DOVE, HAWK"
SIDEBAR INFO ON A PERSON’S WIKIPEDIA PAGE,2,"BORN, EDUCATION, OCCUPATION, SPOUSE"
HOMOPHONES OF SLANG FOR MONEY,3,"BRED, CACHE, DOE, LUTE"
KEYBOARD SHORTCUT COMMANDS,0,"PASTE, PRINT, QUIT, SAVE"
SECURE IN ADVANCE,1,"BOOK, ORDER, REQUEST, RESERVE"
CRIME ORGANIZATION,2,"CREW, FAMILY, RING, SYNDICATE"
SPELLING BEE RANKS MINUS A LETTER,3,"GENUS, GOO, MAZING, SLID"
ARBITRATE,0,"CHAIR, JUDGE, MEDIATE, MODERATE"
THINGS YOU CAN INSERT IN A DOCUMENT,1,"CHART, IMAGE, TABLE, TEXT BOX"
'80S SLANG,2,"CHILL, PSYCH, RADICAL, WORD"
___ DUTY,3,"CIVIC, CUSTOMS, HEAVY, JURY"
BOAST,0,"BLUSTER, CROW, SHOW OFF, STRUT"
ARC-SHAPED THINGS,1,"BANANA, EYEBROW, FLIGHT PATH, RAINBOW"
CEREAL MASCOTS,2,"COUNT, ELVES, LEPRECHAUN, ROOSTER"
WAYS TO DENOTE A CITATION,3,"ASTERISK, DAGGER, NUMBER, PARENS"
GETTING COZY,0,"CUDDLING, HUGGING, SNUGGLING, SPOONING"
GOSSIPING,1,"BUZZING, DISHING, SPILLING, WHISPERING"
ENGAGING IN AN ACTIVITY WITH PINS OR NEEDLES,2,"ACUPUNCTURING, BOWLING, SEWING, WRESTLING"
STARTING WITH TITLES,3,"DOCTORING, LORDING, MISSING, SIRING"
PERSPECTIVE,0,"ANGLE, BENT, LENS, POINT OF VIEW"
SEEN AT AN ICE CREAM SHOP,1,"CONE, CUP, LITTLE SPOON, SCOOP"
HIT SONGS OF 1998,2,"CLOSING TIME, IRIS, ONE WEEK, TOO CLOSE"
HOT ___,3,"DOG, POTATO, ROD, WATER BOTTLE"
GODDESS,0,"DIVA, ICON, LEGEND, QUEEN"
ELEMENTS OF A CLASSIC “MOM” TATTOO,1,"ARROW, HEART, MOM, RIBBON"
DOGS OF THE SCREEN,2,"ASTRO, BLUE, HOOCH, TOTO"
___ TERRIER,3,"BORDER, BOSTON, BULL, RAT"
SLANG FOR COFFEE,0,"BREW, JAVA, MUD, ROCKET FUEL"
"""AW, HECK!""",1,"BLAST, CRUD, CURSES, FUDGE"
CONSIDERATIONS FOR MOVIE RATINGS,2,"ACTION, LANGUAGE, NUDITY, SMOKING"
WHAT “POP” MIGHT MEAN,3,"BURST, FATHER, POPULAR, SODA"
EXPRESSIONLESS,0,"BLANK, FLAT, INANIMATE, WOODEN"
DRAPERY HANGING ITEMS,1,"BRACKET, CURTAIN, HOOK, ROD"
WHAT A DRINK IS SERVED WITH,2,"COASTER, GARNISH, GLASS, STRAW"
STARTING WITH METHODS OF TRANSPORTATION,3,"BUSBOY, CARBON, SHIPSHAPE, TRAINEE"
THINGS TO BOOK FOR A VACATION,0,"CAR, FLIGHT, HOTEL, TOUR"
METTLE,1,"FIGHT, GRIT, RESOLVE, SPIRIT"
BAD THINGS FOR A WEBSITE TO DO,2,"FREEZE, GLITCH, TIMEOUT, QUIT"
FIGURES IN CLASSIC DISNEY ANIMATED FILMS,3,"ELEPHANT, FAWN, MARIONETTE, MOUSE"
QUALITIES OF A RAINY DAY,0,"COLD, GRAY, WET, WINDY"
SQUARELY,1,"DEAD, EXACTLY, RIGHT, SMACK"
CONTENTS OF A POD,2,"ASTRONAUT, COFFEE, PEA, WHALE"
BODY PART PLUS A STARTING LETTER,3,"BARM, LEAR, RANKLE, SHIP"
COMPONENTS OF ONE’S GRADE,0,"ATTENDANCE, FINAL, HOMEWORK, PAPERS"
MAP APP OPTIONS,1,"DESTINATION, ROUTE, STARTING POINT, STOPS"
CLASSIC TOYS,2,"BALL, BLOCKS, JACKS, TRAIN"
FENCING GEAR,3,"FOILS, GLOVES, JACKETS, MASKS"
ITEMS IN A SEWING KIT,0,"BUTTON, NEEDLE, SCISSORS, THREAD"
CAPTURE ON VIDEO,1,"FILM, RECORD, SHOOT, TAPE"
"PRO WRESTLING ICONS, WITH “THE”",2,"HITMAN, ROCK, SNAKE, UNDERTAKER"
WAX ___,3,"MUSEUM, PAPER, POETIC, SEAL"
STOCKY,0,"SOLID, SQUAT, STOUT, THICK"
COMPANY,1,"CONCERN, FIRM, HOUSE, OUTFIT"
APPLE PRODUCTS,2,"BRANDY, BUTTER, CIDER, SAUCE"
STARTS OF EUROPEAN COUNTRIES,3,"GERM, LUXE, MALT, PORT"
NEWS ANNOUNCEMENT,0,"BULLETIN, FLASH, REPORT, WIRE"
NOUNS FROM A FAMOUS LINE IN THE DECLARATION OF INDEPENDENCE,1,"HAPPINESS, LIBERTY, LIFE, PURSUIT"
HBO SHOWS,2,"ENTOURAGE, EUPHORIA, INSECURE, SUCCESSION"
WHAT “LEFT” MIGHT MEAN,3,"DEPARTED, PORT, PROGRESSIVE, REMAINING"
KINDS OF JEANS,0,"BOYFRIEND, FLARE, MOM, SKINNY"
FICTION CATEGORIES,1,"HISTORICAL, LITERARY, SPECULATIVE, YOUNG ADULT"
WORDS IN HEMINGWAY TITLES,2,"BELL, FAREWELL, OLD MAN, SUN"
___ GLASS GLASSWARE,3,"COCKTAIL, COLLINS, OLD FASHIONED, SHOT"
STRICT,0,"FIRM, RIGID, STERN, TOUGH"
BOTANICAL COVERINGS,1,"HULL, HUSK, POD, SHELL"
SEEN IN OPENING CREDITS,2,"CAST, DIRECTOR, STUDIO, TITLE"
"OBJECTS IN 0-, 1-, 2- AND 3-DIMENSIONAL SPACE",3,"LINE, PLANE, POINT, SOLID"
KINDS OF CHEESES,0,"BLUE, GOAT, JACK, SWISS"
BEVERAGE SELF-SERVICE ITEMS,1,"CUP, LID, NAPKIN, STRAW"
WOODWORKING HAND TOOLS,2,"CHISEL, PLANE, RASP, SAW"
BIRDS MINUS LAST LETTER,3,"CRAN, FLAMING, HERO, RAVE"
COMPONENTS OF A SALAD,0,"CHEESE, DRESSING, LETTUCE, PROTEIN"
KINDS OF MACHINES,1,"ENIGMA, PINBALL, SEWING, VENDING"
LEGAL DRAMAS,2,"DAMAGES, GOLIATH, MATLOCK, SUITS"
ENDING WITH PLAYING CARDS,3,"BOJACK, HAWKING, LOVELACE, MCQUEEN"
IN FASHION,0,"CHIC, CURRENT, FRESH, HAPPENING"
PARTS OF AN ANGEL COSTUME,1,"HALO, HARP, ROBE, WINGS"
“SESAME STREET” FIGURES,2,"BIRD, COUNT, GROUCH, MONSTER"
___ BROTHERS,3,"BLOOD, BLUES, CHEMICAL, MARX"
THINGS A DOG CAN FETCH,0,"BALL, BONE, FRISBEE, STICK"
GREAT MANY,1,"DROVE, HOST, LOAD, SCORE"
POSSIBLE RESULTS OF A TRAFFIC VIOLATION,2,"BOOT, POINTS, TICKET, TOW"
INDUSTRIAL REVOLUTION INVENTORS,3,"BELL, DIESEL, SINGER, WATT"
ICE CREAM TREATS,0,"FLOAT, SHAKE, SPLIT, SUNDAE"
FLINCH,1,"BOLT, JERK, JUMP, STARTLE"
DANCE MOVES,2,"CABBAGE PATCH, FLOSS, MOONWALK, ROBOT"
SEEN IN THE AFTERMATH OF A RAINSTORM,3,"EARTHWORM, MUD, MUSHROOM, PUDDLE"
DENTAL ADDITIONS,0,"BRIDGE, CROWN, FILLING, VENEER"
METAPHORS FOR A DRAMATIC AND CHAOTIC EVENT,1,"CIRCUS, ROLLER COASTER, SOAP OPERA, WHIRLWIND"
SECOND WORDS IN DAVID LYNCH TITLES,2,"DRIVE, HIGHWAY, PEAKS, VELVET"
WHAT “JET” MIGHT REFER TO,3,"AIRPLANE, BLACK, HOT TUB NOZZLE, NFL PLAYER"
STEAL,0,"NICK, PALM, PINCH, POCKET"
DO SOME GROOMING,1,"BRUSH, DRESS, SHAVE, SHOWER"
DAPPER,2,"NEAT, SHARP, SMART, TIDY"
___STONE,3,"BIRTH, KEY, MILE, TOUCH"
KNOCKOFF,0,"BOOTLEG, COPY, FAKE, REPLICA"
ASSOCIATED WITH FREUD,1,"DREAMS, ID, OEDIPUS, SLIP"
WORDS AFTER “T-”,2,"MOBILE, PAIN, REX, SHIRT"
STARTING WITH HIGH SCHOOL/COLLEGE ABBREVIATIONS,3,"FRESHWATER, JUNIPER, SENECA, SOPHOCLES"
CORRESPONDENCE,0,"CONTACT, DEALINGS, EXCHANGE, INTERACTION"
AIRPORT BOARD INFO,1,"ARRIVAL, DESTINATION, FLIGHT, GATE"
PRO ATHLETE DATA,2,"COLLEGE, NUMBER, POSITION, TEAM"
FARMERS’ THINGS,3,"ALMANAC, INSURANCE, MARKET, TAN"
WHAT “ID” MIGHT REFER TO,0,"FREUDIAN CONCEPT, IDAHO, DRIVER LICENSE, RECOGNIZE"
WHAT “IN” MIGHT REFER TO,1,"INCH, INDIANA, INSIDE, TRENDY"
WHAT “LA” MIGHT REFER TO,2,"LANTHANUM, LOS ANGELES, LOUISIANA, MUSICAL NOTE"
WHAT “OK” MIGHT REFER TO,3,"BRITISH MAGAZINE, GREENLIGHT, MEDIOCRE, OKLAHOMA"
CON GAME,0,"HUSTLE, RACKET, SCHEME, STING"
"COMBINE, AS BAKING INGREDIENTS",1,"BEAT, BLEND, FOLD, STIR"
YEARN,2,"BURN, ITCH, LONG, PINE"
KINDS OF LISTS,3,"BUCKET, LAUNDRY, SHORT, TO-DO"
FIRED OBJECTS,0,"CERAMICS, CHINA, POTTERY, WARE"
PARTICLE,1,"CRUMB, GRAIN, MORSEL, SHRED"
DRS,2,"DRE, EVIL, PEPPER, SEUSS"
ENDING WITH HOMOPHONES OF PARTS OF THE LEG,3,"CRYPTO, DECAF, DISNEY, PRUSSIAN"
INFORMANT,0,"CANARY, LEAK, RAT, SOURCE"
BIG IMPRESSION,1,"FOOTPRINT, IMPACT, MARK, SPLASH"
BASKETBALL MOVES,2,"BLOCK, DRIBBLE, PASS, SHOOT"
TOP ___,3,"BANANA, DOG, HAT, SECRET"
LIAISON,0,"AFFAIR, FLING, RELATIONS, THING"
SEEN IN A LOCKER ROOM,1,"BENCH, LOCKER, MIRROR, SCALE"
SOMETHING ENTERED FOR ACCESS,2,"CODE, KEY, PASSWORD, PIN"
JOHNS,3,"CANDY, CARPENTER, LEGEND, MAJOR"
LOWEST PART,0,"BASE, BOTTOM, FOOT, FOUNDATION"
KINDS OF SOCKS,1,"ANKLE, COMPRESSION, CREW, DRESS"
THINGS YOU DO AT SOMEONE'S FRONT DOOR,2,"BUZZ, KNOCK, RING, SHOUT"
"ENDING IN SYNONYMS FOR ""CLIP""",3,"COMPARE, CONNECTICUT, PARSNIP, WALLOP"
