groupName,level,members
QUICK JUMP IN THE POOL,1,"DIP, DIVE, SPLASH, SWIM"
ADDITIONAL BENEFIT,2,"BONUS, EXTRA, FROSTING, GRAVY"
BRASHNESS,3,"BRASS, CHEEK, NERVE, SAUCE"
DRAPED ACCESSORIES,0,"SCARF, SHAWL, STOLE, WRAP"
TOLERATE,1,"BEAR, STAND, SWALLOW, TAKE"
BIRD ONOMATOPOEIA,2,"COO, GOBBLE, HONK, HOOT"
STARTS OF CELL PHONE MAKERS,3,"APP, GOO, MOTOR, SAM"
MADE OF KERATIN,0,"CLAW, HOOF, HORN, NAIL"
ROAD RUNNER CARTOON STAPLES,1,"ANVIL, BOULDER, COYOTE, TNT"
KINDS OF PANTS,2,"CAPRI, CARGO, HAMMER, STIRRUP"
___ ROLL,3,"CALIFORNIA, DRUM, EGG, HONOR"
RUMMAGE,0,"COMB, DIG, ROOT, SIFT"
SOUNDS OF THUNDER,1,"CLAP, PEAL, ROLL, RUMBLE"
WAYS TO WEAR YOUR HAIR UP,2,"BUN, BRAID, PONY, TWIST"
THINGS THAT CAN HAVE LEAVES,3,"BOOK, SALAD, TABLE, TREE"
FOOTBALL POSITIONS,0,"CENTER, GUARD, QUARTERBACK, SAFETY"
CABLE CHANNELS,1,"DISCOVERY, HISTORY, NICKELODEON, OXYGEN"
FICTIONAL CLOWNS,2,"HOMEY, JOKER, PENNYWISE, RONALD"
WHAT “D” MIGHT STAND FOR,3,"DEFENSE, DEMOCRAT, DIMENSIONAL, DRIVE"
AT SOME FUTURE POINT,0,"EVENTUALLY, LATER, NEXT, SOON"
PARTS OF A TOURNAMENT SETUP,1,"BRACKET, BYE, ROUND, SEED"
BIT OF BREAKFAST CEREAL,2,"CHEERIO, FLAKE, PEBBLE, PUFF"
WHAT THE OUTSTRETCHED INDEX AND MIDDLE FINGERS CAN REPRESENT,3,"PEACE, SCISSORS, TWO, VICTORY"
GRASSY AREA,0,"GREEN, LAWN, PARK, YARD"
DEAL WITH,1,"ADDRESS, ANSWER, FIELD, HANDLE"
MOVIES WITH “S” REMOVED,2,"CAR, GOODFELLA, JAW, SWINGER"
___ LAW,3,"CRIMINAL, HARVARD, LEMON, NATURAL"
CLUNKER,0,"BUST, DUD, FLOP, MISS"
OPPORTUNITY,1,"CHANCE, SHOT, TIME, TURN"
NON-CASH WAY TO PAY,2,"CARD, CHARGE, CREDIT, PLASTIC"
AMAZON ___,3,"KINDLE, PRIME, RAINFOREST, RIVER"
BRING ABOUT,0,"GENERATE, INSPIRE, PROMPT, PROVOKE"
THINGS THAT ARE OFTEN SCENTED,1,"CANDLE, INCENSE, LOTION, SOAP"
THINGS THAT MIGHT STING,2,"INSULT, JELLYFISH, NETTLE, WASP"
VIDEO GAME FRANCHISES,3,"CIVILIZATION, HALO, MADDEN, METROID"
BIT OF NEWSPAPER WRITING,0,"ARTICLE, COLUMN, FEATURE, STORY"
NOISY DISTURBANCE,1,"CLATTER, RACKET, ROW, RUCKUS"
TABLE TENNIS NEEDS,2,"BALL, NET, PADDLE, TABLE"
HOMOPHONES OF COORDINATING CONJUNCTIONS,3,"BUTT, FORE, OAR, SEW"
KINDS OF BEANS,0,"KIDNEY, MUNG, NAVY, PINTO"
ATTRACT,1,"DRAW, GRAB, HOOK, PULL"
AUTOMATIC GEAR SHIFTER POSITIONS,2,"DRIVE, LOW, NEUTRAL, REVERSE"
___POOL,3,"CAR, DEAD, LIVER, WHIRL"
BRAND-NAME,0,"DESIGNER, HAUTE, HIGH-END, LUXURY"
DEVISE,1,"CONCOCT, ENGINEER, HATCH, MASTERMIND"
NASA SPACECRAFT,2,"GALILEO, PIONEER, VIKING, VOYAGER"
GAMES WHERE YOU SAY THE GAME’S NAME,3,"BINGO, MARCO POLO, TAG, UNO"
YELLOW ___,0,"CAB, JACKET, JOURNALISM, PAGES"
GREEN ___,1,"BERET, GOBLIN, SALAD, THUMB"
BLUE ___,2,"JAY, JEANS, MOON, WHALE"
PURPLE ___,3,"HAZE, HEART, PROSE, RAIN"
LINEUP,0,"BILL, PROGRAM, SCHEDULE, SLATE"
NYT OFFERINGS,1,"AUDIO, COOKING, GAMES, NEWS"
THINGS MADE BY FOLDING PAPER,2,"AIRPLANE, CRANE, FAN, FORTUNE TELLER"
FRENCH WORDS,3,"ADIEU, BELLE, PAIN, TEMPS"
•,0,"DOT, PERIOD, POINT, TITTLE"
EVENT WITH DANCING,1,"BALL, FORMAL, HOP, RAVE"
IPHONE MESSAGE TAPBACK RESPONSES,2,"EXCLAMATION POINTS, HEART, QUESTION MARK, THUMBS UP"
“PAN”,3,"BAD REVIEW, CAMERA MOVEMENT, COOKWARE, SATYR"
FLUSTER,0,"FAZE, RATTLE, RUFFLE, THROW"
SERIES OF MESSAGES,1,"CHAIN, CHAT, CONVERSATION, THREAD"
PLACES TO LIE/SIT THAT MOVE,2,"CRADLE, HAMMOCK, ROCKER, SWING"
CYLINDER-SHAPED THINGS,3,"CAN, ROLLER, SILO, SPOOL"
SASSY,0,"CUTE, FRESH, SMART, WISE"
AMBIENCE,1,"AIR, MOOD, FEELING, QUALITY"
UNITS,2,"BAR, BEL, LUX, MOLE"
THE LITTLE ___,3,"MERMAID, PRINCE, RASCALS, TRAMP"
AUDIO APPS,0,"AUDIBLE, PANDORA, SHAZAM, TIDAL"
INDICATE,1,"MEAN, SIGNIFY, SPELL, SUGGEST"
CHURCH OF ENGLAND WEDDING VOW VERBS,2,"CHERISH, HAVE, HOLD, LOVE"
MAGIC WORDS,3,"ABRACADABRA, PLEASE, PRESTO, THANK YOU"
IN PRISTINE CONDITION,0,"MINT, NEW, ORIGINAL, UNUSED"
MEDICAL ROLES,1,"ATTENDING, FELLOW, INTERN, RESIDENT"
SINGULAR NOUN IN A FAMOUS “JULIUS CAESAR” LINE,2,"COUNTRYMAN, EAR, FRIEND, ROMAN"
___ SQUARE,3,"PERFECT, POCKET, TIMES, TOWN"
UPSWING,0,"BOOM, RISE, SPIKE, SURGE"
THINGS WITH WHEELS,1,"DOLLY, ROLLERBLADE, SKATEBOARD, WAGON"
KINDS OF TAPE,2,"DUCT, ELECTRICAL, GAFFER, PACKING"
RETAIL CHAINS WITH A LETTER CHANGED,3,"BEST BOY, IDEA, KRONER, STABLES"
TERMS OF ENDEARMENT,0,"DARLING, LOVE, PUMPKIN, TREASURE"
THINGS YOU CAN DO WITH YOUR EYELIDS,1,"BAT, BLINK, FLUTTER, WINK"
SPORTS CARS,2,"DIABLO, MUSTANG, SPIDER, VIPER"
___ HUNT,3,"EGG, JOB, SCAVENGER, WITCH"
PROGRESS SLOWLY,0,"CRAWL, CREEP, DRAG, INCH"
WAYS TO ORDER A BEER,1,"BOTTLE, CAN, DRAFT, TAP"
CHEESY CORN SNACK UNIT,2,"BALL, CURL, DOODLE, PUFF"
___ EFFECT,3,"BUTTERFLY, DOMINO, HALO, PLACEBO"
SEEN IN A KITCHEN,0,"COUNTER, FRIDGE, RANGE, SINK"
GROUP OF ADVISORS,1,"BOARD, CABINET, COUNCIL, PANEL"
CORE EXERCISES,2,"BOAT, CRUNCH, MOUNTAIN CLIMBER, PLANK"
KINDS OF EARRINGS,3,"CHANDELIER, DROP, HOOP, STUD"
HEARTWARMING,0,"MOVING, SWEET, TENDER, TOUCHING"
SNEAKING SUSPICION,1,"FEELING, HUNCH, IMPRESSION, SENSE"
LEGAL SESSION,2,"HEARING, INQUIRY, PROCEEDING, TRIAL"
EASY ___,3,"CHAIR, LISTENING, MONEY, STREET"
EQUIP,0,"FURNISH, OUTFIT, PROVISION, STOCK"
INDIVIDUALITY,1,"BEING, CHARACTER, EGO, SELF"
FURNITURE,2,"CHEST, CONSOLE, VANITY, WARDROBE"
WORDS WITH APOSTROPHES REMOVED,3,"CANT, ID, SHELL, WERE"
THINGS THAT ARE FUZZY,0,"CATERPILLAR, FLEECE, PEACH, PIPE CLEANER"
THINGS WITH SHELLS,1,"CLAM, EGG, NUT, TURTLE"
FIGURES IN “SHREK”,2,"DONKEY, DRAGON, OGRE, PRINCESS"
MAGIC ___,3,"CARPET, KINGDOM, MARKER, MUSHROOM"
DVR BUTTONS,0,"PAUSE, PLAY, RECORD, STOP"
GROUNDBREAKING,1,"DIFFERENT, NEW, NOVEL, ORIGINAL"
COMMUNICATE THROUGH WRITING,2,"CORRESPOND, MESSAGE, TEXT, WRITE"
THINGS WITH FEET,3,"BIPED, FURNITURE, POEM, YARDSTICK"
FOOD-RELATED JUMBLES,0,"HASH, SALAD, SCRAMBLE, STEW"
PUBLIC STANDING,1,"CHARACTER, IMAGE, NAME, REPUTATION"
INFO ON A MUSEUM PLACARD,2,"ARTIST, MEDIUM, TITLE, YEAR"
ANAGRAMS OF FAMOUS PAINTERS,3,"DIAL, EGADS, MONTE, YOGA"
ESCAPADE,0,"ANTIC, CAPER, EXPLOIT, STUNT"
KINDS OF PICKLES,1,"DILL, KOSHER, SOUR, SWEET"
RISQUÉ,2,"ADULT, BLUE, SPICY, SUGGESTIVE"
CUT THE ___,3,"CHEESE, CORD, DECK, MUSTARD"
CONTORTED,0,"BENT, GNARLY, TWISTED, WARPED"
SMALLEST AMOUNT,1,"LICK, OUNCE, SHRED, TRACE"
ALGEBRA TERMS,2,"EXPONENT, POWER, RADICAL, ROOT"
WORDS BEFORE “ROOM” TO MEAN LAVATORY,3,"BATH, POWDER, REST, THRONE"
BARREL-SHAPED CONTAINER,0,"CASK, CYLINDER, DRUM, TANK"
GUIDE,1,"PILOT, USHER, SHEPHERD, STEER"
N.F.L. TEAM MEMBER,2,"COWBOY, JET, RAM, RAVEN"
THINGS THAT SWING,3,"GOLFER, PENDULUM, SALOON DOORS, SWING"
CHOCOLATE BARS,0,"CRUNCH, DOVE, MARS, PAYDAY"
GIST,1,"CORE, MEAT, SUBSTANCE, THRUST"
KINDS OF BRAS,2,"DEMI, PUSH-UP, SPORTS, WIRELESS"
___ BIRD,3,"BIG, EARLY, LADY, SUE"
COMPLAIN,0,"BELLYACHE, CARP, CRAB, GRUMBLE"
VEGETABLE UNITS,1,"CLOVE, FLORET, SPEAR, STALK"
LAPTOP SPECS,2,"RAM, RESOLUTION, SPEED, STORAGE"
FEATURES OF JUSTICE PERSONIFIED,3,"BLINDFOLD, ROBE, SCALES, SWORD"
THINGS THAT ARE YELLOW,0,"CANARY, LEMON, MINION, MUSTARD"
BUILDING ADD-ONS,1,"ADDITION, ANNEX, EXTENSION, WING"
CONCERNS FOR A DENTIST,2,"CALCULUS, CAVITY, PLAQUE, TARTAR"
WORDS THAT SEEM LONGER WRITTEN THAN SPOKEN,3,"COLONEL, PHARAOH, WEDNESDAY, WORCESTERSHIRE"
DEPLETE,0,"DRAIN, EMPTY, EXHAUST, SAP"
PLAY MUSIC WITH PASSION,1,"GROOVE, JAM, ROCK, SHRED"
WORDS ON A RESTAURANT RECEIPT,2,"TAX, TIP, TOTAL, SIGNATURE"
FORMS OF SUGAR,3,"CUBE, GRAIN, POWDER, SYRUP"
FISSURE,0,"CRACK, HOLE, LEAK, PUNCTURE"
ELEMENTS OF WRITING,1,"LETTER, PHRASE, SENTENCE, WORD"
INSTRUMENTS YOU BLOW INTO,2,"JUG, PIPE, RECORDER, WHISTLE"
___ OF TIME,3,"NICK, PASSAGE, SANDS, WASTE"
THINGS THAT PREVENT LEAKS,0,"CAP, COVER, PLUG, SEAL"
KINDS OF HATS,1,"BERET, DERBY, PILLBOX, SNAPBACK"
COLLEGE FOOTBALL TEAM MEMBERS,2,"GATOR, SOONER, VOLUNTEER, WOLVERINE"
GO ___,3,"BANANAS, COMMANDO, FIGURE, ROGUE"
ALLIANCE,0,"ASSOCIATION, GUILD, LEAGUE, UNION"
CLOSE-FITTING ,1,"CLINGY, SLEEK, SLINKY, SNUG"
OCCASIONS WHEN ONE MIGHT KNEEL,2,"APOLOGY, DUBBING, PRAYER, PROPOSAL"
WHAT AN APOSTROPHE MIGHT INDICATE,3,"CONTRACTION, FOOT, POSSESSIVE, QUOTATION"
USED IN HAIR CARE,0,"COMB, DRYER, HAIRSPRAY, ROLLERS"
MONTHLY EXPENSES,1,"GAS, INTERNET, PHONE, RENT"
THINGS WITH SPOTS,2,"DALMATIAN, DIE, DOMINO, LADYBUG"
___ CRAB,3,"FIDDLER, HERMIT, HORSESHOE, SPIDER"
AREA OF EXPERTISE,0,"CONCENTRATION, FIELD, FOCUS, SPECIALTY"
WAYS TO UNLOCK A DEVICE,1,"FACE, FINGERPRINT, PASSWORD, PIN"
PASTA SHAPES,2,"EAR, ELBOW, RIBBON, WHEEL"
DOUBLE ___,3,"AGENT, DRIBBLE, JEOPARDY, STANDARD"
SOUND LIKE A DOG,0,"BARK, BAY, HOWL, SNARL"
"BROADCAST, AS ONLINE MEDIA",1,"AIR, PLAY, RUN, STREAM"
COCKTAIL-MAKING VERBS,2,"GARNISH, MUDDLE, STIR, STRAIN"
"ORGANIZATIONAL STRUCTURES, METAPHORICALLY",3,"CHAIN, LADDER, PYRAMID, TREE"
KINDS OF SHIRTS,0,"FLANNEL, OXFORD, POLO, TEE"
SPHERES IN MILK TEA,1,"BOBA, BUBBLE, PEARL, TAPIOCA"
"MARINE INVERTEBRATES, FAMILIARLY",2,"CORAL, JELLY, SPONGE, STAR"
STARTS OF PASTA NAMES,3,"FETT, PENN, TORTE, ZIT"
PUBLICITY,0,"ATTENTION, COVERAGE, EXPOSURE, PRESS"
POINT OF VIEW,1,"ANGLE, LENS, PERSPECTIVE, POSITION"
WORK COMMUNICATION PLATFORMS,2,"MEET, SLACK, TEAMS, ZOOM"
“___ ISLAND”,3,"FANTASY, LOVE, SHUTTER, TREASURE"
TELLING OF EVENTS,0,"ACCOUNT, CHRONICLE, DESCRIPTION, STORY"
SECRETED BY TREES,1,"GUM, LATEX, RESIN, SAP"
THINGS ON STICKS,2,"BALL-IN-CUP, CORN DOG, COTTON SWAB, LOLLIPOP"
BLACK OR RED,3,"BALANCE SHEET, CHECKERS, LICORICE, ROULETTE"
CAREEN,0,"HEAVE, LURCH, PITCH, REEL"
WHAT A NOUN MIGHT BE,1,"IDEA, PERSON, PLACE, THING"
ELECTRONIC DANCE MUSIC GENRES,2,"AMBIENT, HOUSE, JUNGLE, TRANCE"
WORDS AFTER “ASH”,3,"BLOND, TRAY, TREE, WEDNESDAY"
ATTAIN,0,"EARN, LAND, SCORE, WIN"
LARGE GROUP,1,"CROWD, FLOCK, HOST, SEA"
PARTS OF A SHIP,2,"ANCHOR, BOW, BRIDGE, DECK"
ASSOCIATED PRINCIPLES IN CHINESE PHILOSOPHY,3,"EXPANSIVE, LIGHT, MASCULINE, YANG"
GOOD THINGS TO GET AT WORK,0,"BONUS, EQUITY, PROMOTION, RAISE"
DISREGARD,1,"DISCOUNT, FORGET, IGNORE, OVERLOOK"
KINDS OF CRACKERS,2,"ANIMAL, CLUB, GOLDFISH, RITZ"
FEATURED IN “ELOISE”,3,"ELOISE, PLAZA, PUG, TURTLE"
NOT WORKING RELIABLY,0,"BUGGY, ERRATIC, GLITCHY, SPOTTY"
CAR PARTS,1,"BUMPER, GRILLE, MIRROR, RIM"
WHAT A SITTER MIGHT SIT,2,"BABY, HOUSE, PET, PLANT"
___ BAND,3,"BOY, RUBBER, TRIBUTE, WEDDING"
APPRECIATION,0,"CREDIT, PRAISE, RECOGNITION, THANKS"
FRAUDSTER,1,"CHEAT, CON, FAKE, QUACK"
EAT VORACIOUSLY,2,"BOLT, DOWN, GOBBLE, SCARF"
___ TUESDAY,3,"FAT, GIVING, SUPER, TACO"
UNDERTAKING,0,"ENDEAVOR, ENTERPRISE, PROJECT, VENTURE"
UNITS,1,"HERTZ, MOLE, SECOND, VOLT"
M.L.B. TEAM MEMBER,2,"NATIONAL, RAY, TIGER, TWIN"
FIRST WORDS OF HBO SHOWS,3,"BOARDWALK, CURB, GAME, SILICON"
DANCE STYLES,0,"JAZZ, MODERN, SWING, TAP"
STEAL,1,"LIFT, PALM, POCKET, SWIPE"
PERFORM WELL ON,2,"ACE, CRUSH, NAIL, ROCK"
___BALL PITCHES,3,"CURVE, FAST, KNUCKLE, SCREW"
SANCTUARY,0,"HAVEN, PORT, RETREAT, SHELTER"
FOOTBALL GEAR,1,"CLEATS, HELMET, JERSEY, PADS"
CANDY NAMES,2,"CHARMS, KINDER, WONKA, YORK"
“FREE ___”,3,"BIRD, FALLIN’, SOLO, WILLY"
ANNOUNCE,0,"BROADCAST, DECLARE, HERALD, TRUMPET"
THINGS INVOLVING MALLETS,1,"CARPENTRY, CROQUET, WHAC-A-MOLE, XYLOPHONE"
ICON EMBROIDERED ON A POLO SHIRT,2,"CROCODILE, LAUREL, POLO PLAYER, SWOOSH"
___ CLIP,3,"ALLIGATOR, HAIR, PAPER, VIDEO"
SOPRANOS,0,"CARMELA, JUNIOR, MEADOW, TONY"
FAMILIAL NICKNAMES,1,"CUZ, GRAMMY, MUMMY, POP"
“SESAME STREET” CHARACTERS,2,"COOKIE, COUNT, OSCAR, SNUFFY"
NAMES THAT SOUND LIKE TWO LETTERS,3,"CECE, EDIE, EMMY, KATIE"
STEER,0,"DIRECT, GUIDE, LEAD, SHEPHERD"
THINGS WITH NEEDLE/S,1,"COMPASS, PINE TREE, SEWING KIT, TURNTABLE"
FIGURES IN GREEK MYTH,2,"ATLAS, ECHO, HELEN, PAN"
STARTING WITH SYNONYMS FOR LAVATORY,3,"CANDLE, LOOFAH, JOHNSON, TOILETRIES"
APTITUDE,0,"FLAIR, GIFT, INSTINCT, NOSE"
EXTERIOR,1,"FACE, FRONT, OUTSIDE, SURFACE"
TECH COMPANIES,2,"AMAZON, APPLE, INTUIT, ORACLE"
___STONE,3,"BRIM, LIME, RHINE, YELLOW"
BAFFLE,0,"PERPLEX, PUZZLE, STUMP, VEX"
CURSE,1,"HEX, JINX, POX, SPELL"
"“TOY STORY” CHARACTERS, FAMILIARLY",2,"BUZZ, HAMM, REX, SLINKY"
COLLOQUIAL SUFFIXES,3,"CORE, GATE, MANIA, PILLED"
THINK OF TOGETHER,0,"AFFILIATE, ASSOCIATE, EQUATE, RELATE"
WAYS TO ATTRACT FISH,1,"BAIT, CHUM, FLY, LURE"
W.N.B.A. TEAMS,2,"LIBERTY, STORM, SUN, WINGS"
LONG___,3,"BOW, FELLOW, HORN, LEGS"
PUNCH,0,"BELT, BLOW, SOCK, SLUG"
CRAM,1,"SANDWICH, SHOEHORN, SQUEEZE, WEDGE"
COMPANIES NAMED AFTER ANIMALS,2,"CATERPILLAR, DOVE, GREYHOUND, PUMA"
HOMOPHONES OF MUSIC GENRES,3,"INDY, METTLE, SEOUL, WRAP"
DELIBERATION,0,"CONSIDERATION, REFLECTION, SCRUTINY, THOUGHT"
USED IN STARTING A FIRE,1,"FLINT, LIGHTER, MAGNIFYING GLASS, MATCHES"
USED TO VIEW A BIOLOGICAL SAMPLE,2,"MICROSCOPE, SLIDE, SPECIMEN, STAIN"
WORDS AFTER “X”,3,"FACTOR, FILES, GAMES, RAY"
GIVE A TITLE TO,0,"CALL, DUB, LABEL, NAME"
PARTS OF A FLIGHT,1,"CRUISE, TAKEOFF, TAXI, TOUCHDOWN"
FEEL AROUND (FOR),2,"FISH, FUMBLE, ROOT, RUMMAGE"
COUNTRIES MINUS FIRST LETTER,3,"INLAND, OLIVIA, RAN, WANDA"
UTOPIA,0,"PARADISE, SEVENTH HEAVEN, SHANGRI-LA, XANADU"
THINGS YOU SHAKE,1,"HAIRSPRAY, MAGIC 8 BALL, SALAD DRESSING, SNOWGLOBE"
PROPER NOUN PORTMANTEAUX,2,"JAZZERCISE, PARALYMPICS, POKÉMON, WIKIPEDIA"
ENDING IN SYNONYMS FOR “FRIEND”,3,"KETCHUM, PAYPAL, PRIMATE, ROSEBUD"
"THINGS THAT SOUND LIKE ""T""",0,"TEA, TEE (GOLF), TEE (SHIRT), TI (MUSICAL NOTE)"
OBJECTS WITH TEETH,1,"COMB, GEAR, SAW, ZIPPER"
MILD OATHS,2,"FUDGE, GEEZ, NUTS, RATS"
PARTS OF A RIVER,3,"BANK, BED, DELTA, MOUTH"
FANTASY CREATURES,0,"DRAGON, GIANT, PIXIE, TROLL"
EMAIL FOLDERS,1,"DRAFTS, SENT, SPAM, TRASH"
CITRUS SODAS,2,"CRUSH, SPRITE, SQUIRT, STARRY"
ANIMAL HOMOPHONES,3,"BORE, LINKS, PHISH, TOWED"
FISH,0,"FLUKE, MULLET, SOLE, TANG"
WORDS IN AN AUCTION-ENDING PHRASE,1,"GOING, ONCE, SOLD, TWICE"
GLOBAL CURRENCIES,2,"POUND, REAL, SOL, YUAN"
WORDS BEFORE “CUP”,3,"BUTTER, DIVA, SOLO, WORLD"
SPICES,0,"CLOVE, MACE, NUTMEG, PEPPER"
PERFORM POORLY,1,"FLAIL, FLOP, FLOUNDER, TANK"
"SKIM THROUGH, AS PAGES",2,"FLIP, LEAF, RIFFLE, THUMB"
POP SINGERS MINUS “S”,3,"KEY, MAR, SPEAR, STYLE"
TYPES OF RADIO,0,"AM, HAM, SATELLITE, WALKIE-TALKIE"
KINDS OF PLAY FIGHTS,1,"FOOD, PILLOW, SNOWBALL, WATER BALLOON"
SNACK CAKES,2,"DEVIL DOG, DING DONG, HOHO, YODEL"
CLASSIC JOKE STAPLES,3,"BAR, CHICKEN, KNOCK-KNOCK, LIGHT BULB"
INTREPIDITY,0,"GRIT, HEART, NERVE, PLUCK"
ROAD,1,"ARTERY, AVENUE, DRAG, DRIVE"
KINDS OF PAPER,2,"CONSTRUCTION, GRAPH, TISSUE, WAX"
KINDS OF TENNIS COURTS,3,"CARPET, CLAY, GRASS, HARD"
DEAL WITH,0,"FIELD, HANDLE, MANAGE, TACKLE"
STYLES OF BEER,1,"BITTER, BOCK, SOUR, STOUT"
INVESTMENT VERBS,2,"HEDGE, HOLD, SHORT, TRADE"
___ DOME,3,"CAPITOL, CHROME, ONION, TEAPOT"
DEFER,0,"DELAY, POSTPONE, SHELVE, TABLE"
BAR FIXTURES,1,"COUNTER, KEG, STOOL, TAP"
WATERCRAFT,2,"BARGE, JUNK, SUB, TUG"
SEEN IN “DONKEY KONG”,3,"BARREL, GORILLA, HAMMER, LADDER"
CONCOCTION,0,"COCKTAIL, COMPOUND, MIXTURE, SOLUTION"
TYPES OF SENTENCES,1,"COMMAND, EXCLAMATION, QUESTION, STATEMENT"
KINDS OF BROS,2,"CRYPTO, FINANCE, PHARMA, TECH"
COMPLAINT HOMOPHONES,3,"GROWN, MOWN, WHALE, WINE"
LOOP,0,"BAND, CIRCLE, HOOP, RING"
COOKING VESSELS,1,"CASSEROLE, CROCK, PAN, POT"
KINDS OF BEDS,2,"BUNK, CANOPY, MURPHY, SLEIGH"
THINGS CALLED “OSCAR”,3,"BALONEY, GROUCH, O, STATUETTE"
SLANG FOR HEAD,0,"COCONUT, CROWN, DOME, SKULL"
PALINDROMES,1,"ABBA, KAYAK, NUN, STATS"
POLICE PROCEDURALS,2,"BONES, ELEMENTARY, KOJAK, MONK"
FIRST IN A COMEDY DUO,3,"ABBOTT, FRY, KEY, LAUREL"
HOMOPHONES,0,"EWE, U, YEW, YOU"
NECKLINES,1,"BOAT, CREW, SCOOP, V"
"WAYS TO EXPRESS 1,000",2,"GRAND, K, M, THOU"
SUPER ___,3,"8, BOWL, GLUE, TUESDAY"
"“LIONS AND TIGERS AND BEARS, OH MY!”",0,"BEARS, LIONS, OH MY, TIGERS"
"BELOVED, AS A FRIEND",1,"CLOSE, DEAR, INTIMATE, TIGHT"
WORDS THAT SOUND LIKE PLURAL LETTERS,2,"BEES, EASE, JAYS, USE"
"WHEN TRIPLED, HIT SONG TITLES",3,"BILLS, BYE, GIMME, PLEASE"
CELESTIAL OBJECTS,0,"COMET, MOON, PLANET, STAR"
ARCHERS,1,"CUPID, HAWKEYE, ROBIN HOOD, SAGITTARIUS"
FEMALE ANIMALS,2,"JENNY, NANNY, QUEEN, VIXEN"
“S.N.L.” CAST MEMBERS,3,"FEY, RUDOLPH, SHANNON, STRONG"
APPROXIMATELY,0,"ABOUT, AROUND, LIKE, ROUGHLY"
TREES,1,"ELDER, PALM, PINE, SPRUCE"
"SIZABLE, AS AN AMOUNT",2,"HANDSOME, HEALTHY, RESPECTABLE, TIDY"
"U.S. STATE ABBREVIATIONS, PER AP STYLE GUIDE",3,"ALA, ARK, MISS, ORE"
BREAKFAST SIDES,0,"BACON, GRITS, HASH, TOAST"
"PUSHES, AS A BUTTON",1,"CLICKS, HITS, PRESSES, TAPS"
THEY HAVE A HORN,2,"AFRICA, BUGLER, CAR, UNICORN"
OSCAR-WINNING ACTORS,3,"BRIDGES, IRONS, PHOENIX, WASHINGTON"
“NOTHING TO IT!”,0,"EASY, NO SWEAT, PIECE OF CAKE, SURE THING"
OBJECTS FROM GREEK MYTH,1,"AEGIS, APPLE OF DISCORD, GOLDEN FLEECE, PANDORA’S BOX"
PROVERBIAL THINGS TO KICK,2,"CAN, HABIT, HORNETS’ NEST, TIRES"
STARTING WITH POSSESSIVE PRONOUNS,3,"HERSHEY, HISTAMINE, ITSY, MINEFIELD"
SHADES OF RED,0,"BRICK, CHERRY, MAROON, RUBY"
APPOINTMENT SPECIFICATIONS,1,"DATE, DURATION, LOCATION, TIME"
DIFFERENT AMOUNTS OF HAIR,2,"HEAD, LOCK, STRAND, WISP"
TREE HOMOPHONES,3,"BEACH, FUR, PAIR, YOU"
LUNCH ORDERS,0,"CLUB, HERO, MELT, WRAP"
USED TO MAKE COFFEE,1,"BEANS, FILTER, GRINDER, WATER"
"PAY, WITH “UP”",2,"ANTE, COUGH, PONY, SETTLE"
"NAMES FEATURING ""!""",3,"AIRPLANE, JEOPARDY, PINK, YAHOO"
MOVE QUICKLY,0,"BOLT, DART, DASH, FLY"
FUN TIME,1,"BALL, BLAST, KICK, THRILL"
WORDS BEFORE AN ADDRESSEE,2,"ATTENTION, DEAR, FOR, TO"
NAME ___,3,"BRAND, DROP, GAME, NAMES"
SLIMY ANIMALS,0,"EARTHWORM, EEL, SALAMANDER, SLUG"
THINGS THAT LUMINESCE,1,"AURORA, FIREFLY, GLOWSTICK, RADIUM"
DUTCH SYMBOLS,2,"CANAL, CLOG, TULIP, WINDMILL"
ENDING WITH SYNONYMS FOR “PLUNGE”,3,"GATECRASH, RAINDROP, SKYDIVE, WATERFALL"
PERCEIVE,0,"CATCH, CLOCK, NOTICE, REGISTER"
CADENCE,1,"BEAT, METER, RHYTHM, TIME"
ONE IN A GROUP OF TWELVE,2,"DONUT, INCH, JUROR, MONTH"
DOG ___,3,"DAYS, PADDLE, TAG, TIRED"
PARTS OF A FOOT,0,"ARCH, BALL, HEEL, SOLE"
ONE DOLLAR,1,"BUCK, CLAM, SINGLE, SMACKER"
KINDS OF MUSHROOMS,2,"BUTTON, MOREL, OYSTER, TRUMPET"
POT___,3,"BELLY, HOLE, LUCK, STICKER"
CRUSH INTO A COMPACT SHAPE,0,"BALL, CRUMPLE, SCRUNCH, WAD"
FASTENERS,1,"BUCKLE, CLIP, HOOK, SNAP"
MARK AS COMPLETED,2,"CHECK, CROSS, STRIKE, TICK"
DEPICTED IN DALÍ’S “THE PERSISTENCE OF MEMORY”,3,"ANT, BRANCH, CLOCK, MELTING"
HARDLY BUSTLING,0,"CALM, QUIET, SLEEPY, SLOW"
EARN,1,"GROSS, MAKE, NET, YIELD"
REMOTE CONTROL FUNCTIONS,2,"HOME, MUTE, STOP, VOLUME"
WORDS BEFORE “DRUM”,3,"EAR, KETTLE, OIL, SNARE"
BREATHE HARD,0,"GASP, HEAVE, PANT, PUFF"
CATCHALL,1,"BLANKET, BROAD, GENERAL, UMBRELLA"
METAPHORS FOR EASY THINGS,2,"ABC, BREEZE, PICNIC, PIE"
